"class_name","class_type","hyperlink","freigabe","belegpflicht","lang","start_date","end_date","max_part","start_time","end_time","week_day","rhythm","parallel","lecturer","room","floor","address","building","facility"
Culture and Media: The Cultural Study of U.S. Immigration Law,Seminar,,J,,englisch,2022-04-21,2022-07-21,,"12:00","14:00",Donnerstag,wöchentlich,wöchentlich,Jasper Verlinden,Seminarraum 2.102,"1. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V)
"""Non è vero, ma...."": Multimediale Ausdrucksformen des Aberglaubens in Italiens populärer Kultur und Volksreligiosität",Seminar,,N,,deutsch,,,,"14:00","16:00",Donnerstag,wöchentlich,wöchentlich,Roberto Ubbidiente,Sprachlabor 434,"4. OG                    ",Dorotheenstraße 65                                ,Boeckh-Haus,"Sprach- und literaturwissenschaftliche Fakultät, Institut für Romanistik"
Language Awareness: The Language of Linguistics,Übung,,N,,englisch,2022-04-21,2022-07-21,,"16:00","18:00",Donnerstag,wöchentlich,wöchentlich,Elisabeth Gibbels,Sprachlabor 325,"3. OG                    ",Dorotheenstraße 65                                ,Boeckh-Haus,Zentraleinrichtung Sprachenzentrum
Den aktuella svenska samhällsdebatten,Übung,,N,,schwedisch,,,,"12:00","14:00",Mittwoch,wöchentlich,wöchentlich,Håkan Fink,Besprechungsraum 3.231,"2. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,"Sprach- und literaturwissenschaftliche Fakultät, Nordeuropa-Institut"
Colloquium zur Masterarbeit,Kolloquium,,N,,deutsch,2022-04-25,2022-07-18,,"12:00","14:00",Montag,wöchentlich,wöchentlich,Aiga von Hippel,Seminarraum 1.204,"2. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V)
Syntax,Vorlesung,,N,,deutsch,,,,"12:00","14:00",Dienstag,wöchentlich,wöchentlich,Stefan Müller,Hörsaal 1.101,"1. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V)
Mathematisches Problemlösen und Beweisen,Vorlesung,"https://moodle.hu-berlin.de/course/view.php?id=79534 (Platztauschbörse, weitere Infos s.u.)",N,,deutsch,2022-04-21,,,"14:00","16:00",Donnerstag,wöchentlich,wöchentlich,Malte Lehmann,Hörsaal 2 208,"2. OG                    ",Dorotheenstraße 26                                ,Institutsgebäude,Technische Abteilung (V)
Samene - et urfolk i Norden,Übung,,N,,norwegisch,,,,"10:00","12:00",Donnerstag,wöchentlich,wöchentlich,Jana Eder,Seminarraum 3.135,"1. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V)
Grundkurs Spracherwerb A 1,Übung,,N,,rumänisch,,,,"08:00","10:00",Freitag,wöchentlich,wöchentlich,Ingrid Baltag,PC-Pool 460,"4. OG                    ",Dorotheenstraße 65                                ,Boeckh-Haus,"Sprach- und literaturwissenschaftliche Fakultät, Institut für Romanistik"
DMS3_Bewegungsformen und Spiele erweitern und vertiefen,Integrierter Theorie- und Praxiskurs,,J,,deutsch,2022-04-19,2022-07-19,,"11:00","12:30",Dienstag,wöchentlich,wöchentlich,Gunnar Laube,Dreifelderhalle 1.02A,"1. OG                    ",Hannoversche Straße 27                            ,Haus 26 / Sportforschungshalle,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Sportwissenschaft"
Schwedisch 2,Sprachkurs,,N,,schwedisch,,,,"10:00","12:00",Donnerstag,wöchentlich,wöchentlich,Håkan Fink,Seminarraum 3.101,"1. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V)
Digitale Systeme - ÜWP,Übung,,N,,deutsch,,,,"09:00","11:00",Montag,wöchentlich,wöchentlich,Siegmar Sommer,Hörsaal 0313,EG                       ,Rudower Chaussee 26                               ,Erwin Schrödinger-Zentrum /Modul 1,Technische Abteilung (V)
Aspekte fachbezogener Sprachbildung,Seminar,,J,,deutsch,2022-04-25,2022-07-23,,"16:00","18:00",Montag,wöchentlich,wöchentlich,Saskia Braun,Seminarraum 0202,"2. OG                    ",Hausvogteiplatz 5-7                               ,Institutsgebäude,Zentralinstitut Professional School of Education
Politiktheoretische Terminologie. Einführung in die Politische Theorie und Ideengeschichte,Grundkurs,,N,,deutsch,,,,"16:00","18:00",Donnerstag,wöchentlich,wöchentlich,Liesbeth Schoonheim,Seminarraum 205,"2. OG                    ",Universitätsstraße 3b                             ,Institutsgebäude,Technische Abteilung (V)
The London Flaneur,Seminar,,N,,englisch,2022-04-21,2022-07-21,,"14:00","16:00",Donnerstag,wöchentlich,wöchentlich,Jennifer Wawrzinek,Hörsaal 3075,"2. OG                    ",Unter den Linden 6                                ,Universitäts-Hauptgebäude,Technische Abteilung (V)
"Modul 05: VL Allgemeine Psychologie II: Emotion, Motivation und Kommunikation",Vorlesung,,J,,deutsch,2022-04-19,2022-07-19,,"11:00","13:00",Dienstag,wöchentlich,wöchentlich,Reinhard Beyer,Hörsaal 3.001,EG                       ,Rudower Chaussee 25                               ,Johann von Neumann-Haus,Technische Abteilung (V)
Sport und Bewegung in der Schule verstehen und analysieren,Hauptseminar,,J,,deutsch,2022-04-19,2022-07-21,,"08:00","10:00",Dienstag,wöchentlich,wöchentlich,Katrin Albert,Multimedia 0.06,EG                       ,Hannoversche Straße 27                            ,Haus 26 / Sportforschungshalle,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Sportwissenschaft"
Grundkurs Portugiesisch (A1),Übung,,N,,portugiesisch,,,,"10:00","12:00",Mittwoch,wöchentlich,wöchentlich,Luísa Coelho,Dolmetscheranlage 459,"4. OG                    ",Dorotheenstraße 65                                ,Boeckh-Haus,"Sprach- und literaturwissenschaftliche Fakultät, Institut für Romanistik"
"Im Team antreten - Fußball, Gesellschaft und Soziale Arbeit",Hauptseminar,,J,,deutsch,2022-04-29,2022-04-29,,"10:00","13:30",Freitag,Einzeltermin,Einzeltermin,N. N.,Seminarraum 1 0.06,EG                       ,Hannoversche Straße 27                            ,Haus 25 / Bürogebäude,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Sportwissenschaft"
"Im Team antreten - Fußball, Gesellschaft und Soziale Arbeit",Hauptseminar,,J,,deutsch,2022-04-29,2022-04-29,,"10:00","13:30",Freitag,Einzeltermin,Einzeltermin,N. N.,Seminarraum 1 0.06,EG                       ,Hannoversche Straße 27                            ,Haus 25 / Bürogebäude,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Sportwissenschaft"
Koranwissenschaften und Koranexegese,Seminar,https://moodle.hu-berlin.de/course/view.php?id=110417,N,,deutsch,2022-04-19,2022-07-19,,"12:00","14:00",Dienstag,wöchentlich,wöchentlich,Nimet Seker,Seminarraum 117,"1. OG                    ",Burgstraße 26                                     ,Institutsgebäude,Technische Abteilung (V)
English Historical Syntax,Seminar,,N,,englisch,2022-04-22,2022-07-22,,"14:00","16:00",Freitag,wöchentlich,wöchentlich,Florian Schäfer,Hörsaal 2014A,"1. OG                    ",Unter den Linden 6                                ,Universitäts-Hauptgebäude,Technische Abteilung (V)
Urdu II,Sprachkurs,,J,,deutsch-englisch,2022-04-22,2022-07-22,,"16:00","18:00",Freitag,wöchentlich,wöchentlich,Syed Sarwar Zahir,Seminarraum 217,"2. OG                    ",Invalidenstraße 118                               ,edison höfe,Technische Abteilung (V)
Vorbereitung des Schulpraktikums Spanisch,Seminar,,N,,deutsch,,,,"08:00","10:00",Donnerstag,wöchentlich,wöchentlich,Nevena Stamenkovic,Seminarraum 1.608,"6. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V)
Literary Representations: Sentimentalism in U.S.-American Literature and Culture,Seminar,,J,,englisch,2022-04-19,2022-07-19,,"12:00","14:00",Dienstag,wöchentlich,wöchentlich,Evangelia Kindinger,Seminarraum 1.501,"5. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V)
Culturas y lenguas en contacto en América Latina,Seminar,,N,,spanisch,,,,"14:00","16:00",Dienstag,wöchentlich,wöchentlich,Miriam Bouzouita,Seminarraum 1.607,"6. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V)
Bewegungssteuerung und Belastungsgestaltung,Übung,,J,,deutsch,2022-04-21,2022-07-21,,"10:15","11:45",Donnerstag,wöchentlich,wöchentlich,Falk Mersmann,Seminarraum 2 0.05,EG                       ,Hannoversche Straße 27                            ,Haus 25 / Bürogebäude,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Sportwissenschaft"
Einführung in das wissenschaftliche Rechnen,Übung,,N,,deutsch,,,,"13:00","15:00",Montag,wöchentlich,wöchentlich,Hella Rabus,PC-Pool 2.207,"02                       ",Rudower Chaussee 25                               ,Johann von Neumann-Haus,"Mathematisch-Naturwissenschaftliche Fakultät, Institut für Mathematik"
Analysis II*,Vorlesung,,N,,deutsch,,,,"13:00","15:00",Dienstag,wöchentlich,wöchentlich,Barbara Zwicknagl,Hörsaal 0115,EG                       ,Rudower Chaussee 26                               ,Erwin Schrödinger-Zentrum /Modul 1,Technische Abteilung (V)
Finanzierung und Investition,Übung,,N,,deutsch,2022-04-27,,,"14:00","16:00",Mittwoch,wöchentlich,wöchentlich,Charly Gräfe,Hörsaal 201,"2. OG                    ",Spandauer Straße 1                                ,Institutsgebäude,Technische Abteilung (V)
"Modul 12: VL Arbeits-, Ingenieur- und Organisationspsychologie I",Vorlesung,,J,,deutsch,2022-04-19,2022-07-19,,"09:00","11:00",Dienstag,wöchentlich,wöchentlich,Ursula Hess,Hörsaal 3.001,EG                       ,Rudower Chaussee 25                               ,Johann von Neumann-Haus,Technische Abteilung (V)
Fictions of Addiction,Seminar,,J,,englisch,2022-04-20,2022-07-20,,"10:00","12:00",Mittwoch,"14tgl.","14tgl.",Marlene Dirschauer,PC-Pool 3001,"2. OG                    ",Unter den Linden 6                                ,Universitäts-Hauptgebäude,"Sprach- und literaturwissenschaftliche Fakultät, Institut für Anglistik und Amerikanistik"
ÜWP Soziologische Aspekte des (Hoch-)Leistungssports,Hauptseminar,,N,,deutsch,2022-04-22,2022-07-22,,"12:00","14:00",Freitag,wöchentlich,wöchentlich,Anne Rübner,Seminarraum 3 0.03,EG                       ,Hannoversche Straße 27                            ,Haus 25 / Bürogebäude,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Sportwissenschaft"
Große Spielsportart,Integrierter Theorie- und Praxiskurs,,N,,deutsch,2022-04-20,2022-07-20,,"08:00","09:30",Mittwoch,wöchentlich,wöchentlich,Dirk Eckardt,Dreifelderhalle 1.02A,"1. OG                    ",Hannoversche Straße 27                            ,Haus 26 / Sportforschungshalle,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Sportwissenschaft"
Erziehungswissenschaft des Sports - Übung zur Einführungsvorlesung Sportpädagogik (Modul B2),Übung,,J,,deutsch,2022-04-27,2022-07-20,,"14:00","16:00",Mittwoch,wöchentlich,wöchentlich,Kathrin Fahn,Hörsaal 5 1.26,"1. OG                    ",Philippstraße 13                                  ,Haus 11 / Institutsgebäude,Technische Abteilung (V)
Italiam! Italiam! &#8211; Italien in der französischen Literatur,Seminar,,N,,deutsch,,,,"12:00","14:00",Montag,wöchentlich,wöchentlich,Brigitte Heymann,Dolmetscheranlage 459,"4. OG                    ",Dorotheenstraße 65                                ,Boeckh-Haus,"Sprach- und literaturwissenschaftliche Fakultät, Institut für Romanistik"
Einführung in die französische Literaturwissenschaft II,Seminar,,N,,deutsch,,,,"08:00","10:00",Dienstag,wöchentlich,wöchentlich,Annika Nickenig,Seminarraum 1.608,"6. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V)
Wirtschaftsgeographie,Seminar/Proseminar,,N,,deutsch,2022-04-19,,30,"09:00","11:00",Dienstag,"14tgl.","14tgl.",Christian Sonntag,Unterrichtsraum 0.101,EG                       ,Rudower Chaussee 16                               ,Alfred-Rühl-Haus,Technische Abteilung (V)
DMS4_Trend,Integrierter Theorie- und Praxiskurs,,N,,deutsch,2022-04-21,2022-07-21,,"13:00","14:30",Donnerstag,wöchentlich,wöchentlich,Christian Trümper,Dreifelderhalle 1.02C,"1. OG                    ",Hannoversche Straße 27                            ,Haus 26 / Sportforschungshalle,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Sportwissenschaft"
Optimierung bei partiellen Differentialgleichungen (M19) (ÜWP),Vorlesung,,N,,englisch,,,,"09:00","11:00",Montag,wöchentlich,wöchentlich,Falk Hante,Seminarraum 20 3.011,EG                       ,Rudower Chaussee 25                               ,Johann von Neumann-Haus,Technische Abteilung (V)
Decoloniality in South African Literature,Seminar,,N,,englisch,2022-04-25,2022-07-18,,"14:00","16:00",Montag,wöchentlich,wöchentlich,Laurel Braddock,Hörsaal 2014A,"1. OG                    ",Unter den Linden 6                                ,Universitäts-Hauptgebäude,Technische Abteilung (V)
Soziologische Aspekte des (Hoch-)Leistungssports,Hauptseminar,,N,,deutsch,2022-04-22,2022-07-22,,"12:00","14:00",Freitag,wöchentlich,wöchentlich,Anne Rübner,Seminarraum 3 0.03,EG                       ,Hannoversche Straße 27                            ,Haus 25 / Bürogebäude,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Sportwissenschaft"
"Literalitätserwerb im Mehrsprachigkeitskontext (Sprachbildung, GS)",Seminar,,J,,deutsch,2022-04-20,2022-07-23,,"12:00","14:00",Mittwoch,wöchentlich,wöchentlich,Julia Podelo,Seminarraum 0323-26,"3. OG                    ",Hausvogteiplatz 5-7                               ,Institutsgebäude,Technische Abteilung (V)
"Literalitätserwerb im Mehrsprachigkeitskontext (Sprachbildung, GS)",Seminar,,J,,deutsch,2022-04-20,2022-07-23,,"12:00","14:00",Mittwoch,wöchentlich,wöchentlich,Monika Budde,Seminarraum 0323-26,"3. OG                    ",Hausvogteiplatz 5-7                               ,Institutsgebäude,Technische Abteilung (V)
"ÜWP Individuelle Bewegungsformen - Laufen, Springen, Werfen",Vorlesung,,N,,deutsch,2022-04-25,2022-07-18,,"14:45","15:30",Montag,wöchentlich,wöchentlich,Maria Moreno Catala,Hörsaal 5 1.26,"1. OG                    ",Philippstraße 13                                  ,Haus 11 / Institutsgebäude,Technische Abteilung (V)
Sprachwandelprozesse an der Schnittstelle von Syntax und Semantik,Seminar,,N,,deutsch,,,,"14:00","16:00",Dienstag,wöchentlich,wöchentlich,Anne Wolfsgruber,Seminarraum 1.403,"4. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V)
Crónicas de Indias,Seminar,,N,,deutsch,,,,"14:00","16:00",Dienstag,wöchentlich,wöchentlich,Gernot Kamecke,Seminarraum 1.608,"6. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V)
"Modul 12: Arbeits-, Ingenieur- und Organisationspsychologie",Seminar,,J,,deutsch,2022-04-19,2022-07-19,,"11:00","13:00",Dienstag,wöchentlich,wöchentlich,Ursula Hess,Seminarraum 0.101,EG                       ,Rudower Chaussee 18                               ,Wolfgang-Köhler-Haus,Technische Abteilung (V)
Propädeutikum B1,Übung,,N,,spanisch,,,,"10:00","12:00",Freitag,wöchentlich,wöchentlich,Anna Betlem Borrull,Sprachlabor 434,"4. OG                    ",Dorotheenstraße 65                                ,Boeckh-Haus,"Sprach- und literaturwissenschaftliche Fakultät, Institut für Romanistik"
Contemporary North American Novels,Seminar,,N,,englisch,2022-04-19,2022-07-19,,"16:00","18:00",Dienstag,wöchentlich,wöchentlich,Eva Boesenberg,Seminarraum 1.501,"5. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V)
Empfindsamkeit in der skandinavischen Literatur,Seminar,,N,,deutsch,2022-07-22,2022-07-22,,"16:00","18:00",Freitag,Einzeltermin,Einzeltermin,Otto Fischer,Besprechungsraum 3.231,"2. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,"Sprach- und literaturwissenschaftliche Fakultät, Nordeuropa-Institut"
A History of Cartoons,Seminar,,N,,englisch,2022-04-22,2022-07-22,,"12:00","14:00",Freitag,wöchentlich,wöchentlich,Hans Winkler,Seminarraum 1.501,"5. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V)
SE Grundlagen der Fachdidaktik,Seminar,,J,,deutsch,2022-04-20,2022-07-20,,"08:00","10:00",Mittwoch,wöchentlich,wöchentlich,Jana Borchardt,Multimedia 0.06,EG                       ,Hannoversche Straße 27                            ,Haus 26 / Sportforschungshalle,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Sportwissenschaft"
Stochastik I,Vorlesung,,N,,deutsch,,,,"09:00","11:00",Donnerstag,wöchentlich,wöchentlich,Dirk Becherer,Hörsaal 100 1.013,EG                       ,Rudower Chaussee 25                               ,Johann von Neumann-Haus,Technische Abteilung (V)
Literary Representations: The Poetry of Robert Frost,Seminar,,N,,englisch,2022-04-25,2022-07-18,,"16:00","18:00",Montag,wöchentlich,wöchentlich,Aleksandra Boss,Seminarraum 1.601,"6. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V)
Finanzierung und Investition,Übung,,N,,deutsch,2022-04-27,,,"16:00","18:00",Mittwoch,wöchentlich,wöchentlich,Charly Gräfe,Hörsaal 201,"2. OG                    ",Spandauer Straße 1                                ,Institutsgebäude,Technische Abteilung (V)
Grundkurs Portugiesisch (A1),Übung,,N,,portugiesisch,,,,"10:00","12:00",Dienstag,wöchentlich,wöchentlich,Luísa Coelho,Dolmetscheranlage 459,"4. OG                    ",Dorotheenstraße 65                                ,Boeckh-Haus,"Sprach- und literaturwissenschaftliche Fakultät, Institut für Romanistik"
Modul 16: VL Allgemeine und Biologische Psychologie (Vertiefung A): Biopsychologische Aspekte individueller Unterschiede,Vorlesung,,J,,deutsch,2022-04-25,2022-07-18,,"11:00","13:00",Montag,wöchentlich,wöchentlich,Sebastian Markett,Hörsaal 0310,EG                       ,Rudower Chaussee 26                               ,Erwin Schrödinger-Zentrum /Modul 1,Technische Abteilung (V)
Industrial Organization,Vorlesung/Übung,,N,,englisch,,,,"14:00","16:00",Dienstag,wöchentlich,wöchentlich,Sebastian Schweighofer-Kodritsch,Hörsaal 202,"2. OG                    ",Spandauer Straße 1                                ,Institutsgebäude,Technische Abteilung (V)
Einführung in das wissenschaftliche Rechnen,Vorlesung,,N,,deutsch,,,,"11:00","13:00",Montag,"14tgl.","14tgl.",Hella Rabus,Hörsaal 0311,EG                       ,Rudower Chaussee 26                               ,Erwin Schrödinger-Zentrum /Modul 1,Technische Abteilung (V)
Einführung in die französische Literaturwissenschaft II,Seminar,,N,,deutsch,,,,"08:00","10:00",Freitag,wöchentlich,wöchentlich,Daniel Fliege,Seminarraum 1.308,"3. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V)
Zahlentheorie,Übung,,N,,deutsch,,,,"11:00","13:00",Montag,wöchentlich,wöchentlich,,Seminarraum 30 3.006,EG                       ,Rudower Chaussee 25                               ,Johann von Neumann-Haus,Technische Abteilung (V)
Contrastive Language Analysis: Academic Texts in Contrast,Übung,,N,,englisch,2022-04-19,2022-07-19,,"12:00","14:00",Dienstag,wöchentlich,wöchentlich,Elisabeth Gibbels,Seminarraum 1.502,"5. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V)
Kleine Spiele,Integrierter Theorie- und Praxiskurs,,J,,deutsch,2022-04-21,2022-07-21,,"09:45","11:15",Donnerstag,wöchentlich,wöchentlich,Peter Günschel,Dreifelderhalle 1.02A,"1. OG                    ",Hannoversche Straße 27                            ,Haus 26 / Sportforschungshalle,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Sportwissenschaft"
